RDKit_Canonical_Smiles,Molecule_ChEMBL_ID,Fingerprints_tsne_x,Fingerprints_tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Embeddings_tsne_x,Embeddings_tsne_y,Embeddings_Divergence_Pearson_Correlation,Embeddings_Divergence_Kendall_Correlation,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular_weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski_RO5_violations,Follows_Lipinskis_RO5,QED_weighed,Bioactivity_A
COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC,CHEMBL3092482,0.18305515,0.42627764,0.96208715,0.8129183,0.7064513,0.9210019,0.12856653,0.59134495,0.839702462410473,0.65073139867128,0.527588011557457,0.461998905287262,0.466113222045043,0.262655732930265,0.469805229375516,0.57503050632975,436.31,5.82,,4.22,1,TRUE,0.43,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCc1cn(CCCCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,CHEMBL2042913,0.4418304,0.60877275,0.5418868,0.79835916,0.6417308,0.50018346,0.6166204,0.3244803,0.780949406998601,0.067244487518768,0.112098539482749,0.00837605893371,0.489378181599862,0.148253230155821,0.446534188809069,0.202150256855764,938.23,10.2,,8.79,3,FALSE,0.03,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCn1cc(CCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,CHEMBL2042908,0.43418363,0.6164434,0.54690474,0.801392,0.63528615,0.5052103,0.60699326,0.31848308,0.735679867497784,0.004690191273432,0.095454577254798,0.005533823108482,0.469316940643355,0.135217109657074,0.342123979961334,0.213388638086964,854.06,7.86,,8.79,3,FALSE,0.05,0
COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1OC,CHEMBL2420087,0.17998274,0.5805827,0.83172226,0.9123629,0.8025214,0.86433744,0.12303671,0.40314797,0.728459329696587,0.572961599686651,0.461227877637932,0.449726070734512,0.452960927560506,0.194853845806196,0.652254369505999,0.640411973546116,348.35,4.34,9.32,,0,TRUE,0.56,0
COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1OC,CHEMBL2420083,0.19604427,0.58954537,0.8539671,0.91398853,0.8087294,0.8633054,0.1229409,0.42235437,0.723891705107669,0.557826442836411,0.469482121810634,0.43538935115673,0.471430371745134,0.235754924951918,0.675465569586406,0.641160194637916,332.36,4.63,,,0,TRUE,0.51,0
CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)C(C)C)n1,CHEMBL3263820,0.3897463,0.2527534,0.41353917,0.8157891,0.63190407,0.65460515,0.5939124,0.4360767,0.556228317747984,0.304239752132932,0.248289346248896,0.06813331391641,0.101891736720004,-0.04095129532638,0.089269486396227,0.265462817429032,692.93,6.71,12.7,,3,FALSE,0.17,0
COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,CHEMBL2420082,0.20162459,0.58915234,0.86807513,0.91428417,0.83674943,0.8857158,0.10694003,0.43600437,0.644264507731777,0.516312726286664,0.37016372722948,0.38018168214162,0.429175531723393,0.240620872857652,0.748033092489921,0.655562195250554,302.33,4.62,,,0,TRUE,0.51,0
CC(=O)c1cc(C)ccc1OCC(O)CN1CCN(CC(O)COc2ccccc2C(=O)c2ccccc2)CC1,CHEMBL2059399,0.41812044,0.4746559,0.18411103,0.84453094,0.7268441,0.31758744,0.58575356,0.6159894,0.588855628549006,0.192739744600505,0.313905994372633,0.166321011956473,0.369041122218296,0.099804659057242,0.294932777953358,0.270614997564515,546.66,3.23,13.77,6.65,1,TRUE,0.32,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCn1cc(CCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,CHEMBL2042911,0.44199514,0.61614597,0.5436611,0.79822487,0.63944525,0.5024562,0.61210144,0.32516629,0.772071371208658,0.049970121372509,0.111072192587323,0.008988696337734,0.491187195210986,0.146078869533341,0.415090020126459,0.205047730479715,910.17,9.42,,8.79,3,FALSE,0.04,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCc1cn(CCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,CHEMBL2042912,0.44124448,0.6081451,0.53861094,0.8001001,0.6394494,0.5024515,0.61210155,0.3251662,0.772071377729933,0.049965099754443,0.111683429405361,0.008662291163459,0.488768852497814,0.150497893431221,0.415065966728949,0.204716303687374,910.17,9.42,,8.79,3,FALSE,0.04,0
COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,CHEMBL2331715,0.4434196,0.83914393,0.41751248,0.918207,0.66619605,0.49547735,0.4340351,0.5343702,0.377505998641462,0.376661527877513,0.496789564577833,0.194261294874434,0.312358799934704,0.028874303878196,-0.04053238313274,0.231853127714812,733.86,6.61,,8.49,3,FALSE,0.08,0
COCCOCCOCCOc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2,CHEMBL2331720,0.45256823,0.86386573,0.42977047,0.9227141,0.66868496,0.4977994,0.4331567,0.5384306,0.375003430381522,0.375481447632056,0.419253760459966,0.164598596959912,0.441380096530958,0.073802720712668,0.005240444597794,0.235990941001009,719.84,6.57,,7.67,3,FALSE,0.08,0
COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)ccc1O,CHEMBL3233499,0.17927322,0.19195653,0.52490056,0.8959982,0.8261084,0.7733793,0.1254521,0.21134873,0.738441834932936,0.488894691647543,0.51066718639832,0.429584360672696,0.448336698817596,0.094908581443113,0.668591515811261,0.590622630423975,352.39,3.8,9.57,,0,TRUE,0.83,0
COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(SC(F)(F)F)cc4)CC3)oc2c1,CHEMBL3765052,0.21260674,0.7443894,0.8886291,0.867955,0.8038244,0.5244358,0.4420263,0.7663497,0.538090578084504,0.42941362565846,0.430875810705047,0.34471901536113,0.429318985806588,0.232239792305877,0.637072418831898,0.564038184383772,480.51,4.74,,6.02,0,TRUE,0.47,0
COc1cc(C(=O)Nc2ccc(-c3ccc[n+](C)c3)cc2[N+](=O)[O-])cc(OC)c1OC.[I-],CHEMBL1945310,0.035182655,0.43048984,0.6625617,0.9867047,0.038271427,0.50210893,0.18787691,0.44244343,0.784029957768959,0.58315548436017,0.592819587629379,0.460115798512597,0.59110225972096,0.242634541702027,0.299890884502677,0.222789107106092,551.34,3.36,12.62,,0,TRUE,0.35,0
COc1cc(OC)cc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])c1,CHEMBL1945312,0.03495106,0.3858381,0.67797107,0.992516,0.7786241,0.8393132,0.18232378,0.46973008,0.716373514625226,0.55265919784673,0.440472990711141,0.37920748823686,0.552208280583118,0.281863422031847,0.560787189287401,0.592651364122548,378.38,4.53,12.98,,0,TRUE,0.5,0
COc1cc(C(=O)Nc2cc(-c3ccccc3)ccc2[N+](=O)[O-])cc(O)c1O,CHEMBL1945515,0.0463382,0.40711227,0.6640951,0.99142444,0.77209145,0.87616026,0.027580738,0.5115203,0.722698393457784,0.578666157809369,0.482042723725069,0.401568753483748,0.60018082531957,0.292172803920879,0.567024899700142,0.615148213057211,380.36,3.93,8.6,,0,TRUE,0.35,0
COc1cc(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945305,0.029287666,0.44196257,0.6690515,0.9832967,0.7675139,0.765182,0.20891313,0.4782957,0.807372875218656,0.59675904770035,0.593770249773877,0.465564254113961,0.611453134621178,0.269590587479098,0.547484760341331,0.567528208939484,444.39,4.82,12.67,,0,TRUE,0.41,0
COc1ccc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc1OC,CHEMBL1945311,0.038191617,0.39693546,0.67907184,0.98965573,0.7893159,0.8364383,0.18251792,0.46918768,0.715844185821809,0.55129331773284,0.490971812639633,0.410457017460166,0.598253179152435,0.302035261802058,0.601803452829481,0.603493037526552,378.38,4.53,13.18,,0,TRUE,0.5,0
O=C(c1ccccc1)c1cccc(OCC(O)CN2CCCCC2)c1,CHEMBL2059230,0.437048,0.4916873,0.19963354,0.85414034,0.95841146,0.027094781,0.5984664,0.63546,0.623284037352402,0.245195566915572,0.310058199745404,0.141353526933449,0.323660111570685,0.151783427656059,0.63360700377602,0.623207910052777,339.44,3.14,,8.04,0,TRUE,0.79,0
COc1cc(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cc2N)cc(OC)c1OC,CHEMBL3317935,0.048156023,0.4621697,0.63511187,0.97936153,0.7910784,0.73730946,0.2070831,0.52278155,0.845012792162294,0.608258553070971,0.592828665273769,0.462480980621576,0.655061112532963,0.338577576466689,0.558428412903112,0.540858395392163,414.41,4.49,,2.69,0,TRUE,0.58,0
COc1cc(NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)cc(OC)c1OC,CHEMBL3263828,0.38391364,0.24312237,0.42977208,0.8129363,0.63222665,0.6577766,0.58592784,0.43648776,0.379349310116378,-0.138872847608957,0.314124739047301,0.160495935000176,0.019372460246267,-0.028939584913051,0.051268683855579,0.225164332451202,647.82,6.23,12.61,,3,FALSE,0.21,0
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,CHEMBL490,0.29423946,0.08691648,0.50977004,0.78798777,0.9620651,0.035583258,0.44131196,0.70429015,0.261248597134033,0.348856828647327,0.036374672233664,0.079175852043045,-0.126299409850674,-0.003419721902792,0.609872745565154,0.611271523910434,329.37,3.33,,9.77,0,TRUE,0.93,0
COc1ccc2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,CHEMBL13473,0.19297907,0.6098144,0.8526387,0.9102576,0.8203306,0.8566719,0.14575312,0.3999679,0.785092131451095,0.568140846343509,0.595639254833869,0.488407594695163,0.505733671642209,0.250990514163474,0.676915035929153,0.628083901194643,312.32,3.49,,,0,TRUE,0.74,0
NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,CHEMBL298734,0.49840325,0.6435666,0.5830428,0.8237015,0.9335513,0.11388826,0.56808555,0.77869284,0.379792998898925,0.26811423176776,0.261765353151,0.137527053967329,0.516325700094723,0.201823851681489,0.410985834061951,0.213403702941162,638.83,5.91,,3.28,2,FALSE,0.45,0
COc1cc(C(=O)Nc2ccc(-c3cccnc3)cn2)cc(OC)c1OC,CHEMBL3317920,0.048395783,0.49732578,0.6031445,0.96346366,0.8097117,0.74901557,0.20061931,0.5592799,0.811473381912915,0.607902018188301,0.57892439470022,0.458980912829732,0.666983948831688,0.314996058029818,0.642728732489947,0.581071512862875,365.39,3.42,13.65,4.63,0,TRUE,0.72,0
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,CHEMBL1393,0.6973826,0.2481503,0.6284695,0.8008323,0.6614491,0.14901426,0.62883246,0.08877936,0.629593925420255,0.449314298053119,0.295123405452058,0.240058451634286,0.529117525721625,0.233570521093307,0.146373239558561,0.168505415815084,416.58,4.85,,,0,TRUE,0.57,0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,0.32276696,0.72815764,0.41995895,0.89386797,0.7299248,0.21677113,0.47512123,0.6033404,0.099931592688268,0.197876859881791,0.288727680398733,0.280828968710298,0.526597143369515,0.144296195119992,0.351970670508732,0.34192699571656,379.5,4.36,,8.54,0,TRUE,0.75,0
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL517427,0.5820643,0.39369142,0.7270167,0.8050072,0.5818388,0.5335554,0.45115474,0.3606413,0.535221218105777,-0.106151984292379,0.17610643700738,-0.169675452824409,0.475100434642459,0.198338848743842,-0.105272195500644,0.080054635204556,385.38,2.46,,,0,TRUE,0.46,0
COc1ccc2cc1Oc1cccc(c1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,CHEMBL2074948,0.38785192,0.8096143,0.455453,0.9026357,0.51088655,0.5923934,0.29663888,0.30250975,0.240660072456518,0.159576978894139,0.224184772525552,0.169318917941739,0.345294912345257,0.040087577019067,0.380170392323166,0.396883583828381,606.72,6.87,,8.09,2,FALSE,0.25,0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,CHEMBL76447,0.19114667,0.621032,0.8374857,0.89996016,0.75927633,0.70014656,0.1759496,0.30984503,0.756472056864242,0.494122196054013,0.555649071909862,0.464805989786029,0.488383838952326,0.197831665319199,0.384941019241133,0.353541998302693,402.4,3.51,,,0,TRUE,0.59,0
COc1cc(C(=O)N(C)c2ccc(-c3cccnc3)cc2F)cc(OC)c1OC,CHEMBL3317937,0.055167228,0.525874,0.58054364,0.9763285,0.7812546,0.73844004,0.2178709,0.5470737,0.8247248176884,0.611884161314459,0.624977306258551,0.500841121026017,0.609731573888035,0.241745715304385,0.521859942097146,0.524226796358323,396.42,4.19,,4.71,0,TRUE,0.63,0
O=C(O)Cc1c(-c2ccccc2)n(C(=O)c2ccc(Cl)cc2)c2ccccc12,CHEMBL1946749,0.40154725,0.35760158,0.7224536,0.82418036,0.96869254,0.10900658,0.24799468,0.71163285,0.762662294733474,0.545227203109386,0.100111384975159,0.036135563601304,0.54944873140614,0.200553382310848,0.2994770705807,0.096630996439673,389.84,5.28,4.18,,1,TRUE,0.52,0
COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(F)c(F)c4)CC3)oc2c1,CHEMBL3764781,0.21486643,0.7272872,0.8789662,0.8685911,0.80641174,0.49458456,0.444214,0.7896143,0.451034773102548,0.388869081395407,0.461710760415835,0.367707982866239,0.414502370322917,0.227886049442851,0.612126500149083,0.545920186402463,416.42,3.41,,5.36,0,TRUE,0.64,0
COc1cc(OC)c2c(=O)cc(N3CCN(Cc4cccc([N+](=O)[O-])c4)CC3)oc2c1,CHEMBL3764197,0.23516956,0.7259189,0.862711,0.8697355,0.8017266,0.49288988,0.42492312,0.8096075,0.462624336705125,0.403707962779767,0.456658837572205,0.37609408503608,0.441563515421643,0.22703237437167,0.578784832228435,0.529107809118254,425.44,3.04,,5.66,0,TRUE,0.44,0
O=C(NCCCN1CCOCC1)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12,CHEMBL1506885,0.59700835,0.59637475,0.6666448,0.8054147,0.95112634,0.08509287,0.5414574,0.6870889,0.619270836314173,0.355415061841226,0.453113116803651,0.248570094255771,0.56241168513353,0.201331733111043,0.456695428568575,0.348168866972316,441.54,3.52,12.75,6.88,0,TRUE,0.44,0
O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,CHEMBL2011285,0.26410276,0.6771991,0.7993202,0.8636645,0.9520261,0.08012009,0.5583505,0.66540277,0.388222889116141,0.242428655361331,0.196134703564356,0.220725222081059,0.421979532620541,0.20780962041589,0.520617615151183,0.418345979441496,454.53,4.33,,6.16,0,TRUE,0.43,0
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)c(OC)c3c1[C@H](C2)N(C)CC3,CHEMBL504936,0.38783306,0.8098035,0.45534772,0.90262944,0.5112143,0.58898413,0.2957384,0.30159044,0.49993491462956,0.298319264433386,0.154139144991492,0.114241810996339,0.319799420664837,0.029145471253747,0.430036203590463,0.390124485911851,652.79,7.17,,8.2,2,FALSE,0.22,0
COc1ccc2ccc(=O)oc2c1CC=C(C)C,CHEMBL52229,0.30232444,0.3196448,0.6788677,0.85434383,0.8659215,0.77111626,0.35370624,0.22626168,0.45052749216905,0.170438738770407,0.376459600487105,0.346823073330689,0.332967176414413,0.218706531618618,0.664291896773032,0.551755306594891,244.29,3.31,,,0,TRUE,0.61,0
CCN(CC)C(=O)c1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3c4c5c(cc23)CCCN5CCC4)s1.F[P-](F)(F)(F)(F)F,CHEMBL2205787,0.28089637,0.94037044,0.6205025,0.8384528,0.0151510835,0.53218836,0.41387877,0.9952857,0.473652372999614,0.555446195873234,0.152101179755605,0.043447039505069,0.388831978546229,0.157819412571119,0.30229120082576,0.192835155343755,661.72,5.95,,3.54,2,FALSE,0.25,0
CCN(CC)C(=S)c1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3cc4c(cc23)C(C)(C)CCN4C)s1.F[P-](F)(F)(F)(F)F,CHEMBL2205791,0.2577971,0.9574699,0.6205162,0.8430835,0.018095076,0.5320042,0.40436578,0.99711394,0.40223687604414,0.502794530453603,0.121260415774472,-0.043773444679345,0.387436983080814,0.171643927106192,0.302316242867827,0.193307187441938,679.8,6.9,,3.29,2,FALSE,0.16,0
COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3cccc([N+](=O)[O-])c3)nn1)CC2,CHEMBL4060585,0.43374342,0.7369579,0.46817312,0.94813627,0.70994586,0.47110873,0.40010515,0.6797159,0.606052882818168,0.48767443845756,0.496480206940388,0.201547662687871,0.491318189544763,0.097735752414143,0.441060771222784,0.399017771506335,558.6,4.09,,7.14,2,FALSE,0.21,0
COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccccc3)nn1)CC2,CHEMBL4083430,0.4421609,0.7228968,0.471577,0.94345915,0.72105366,0.46972144,0.4017614,0.6255182,0.610576823084975,0.491184549485535,0.499229529423833,0.182907416427721,0.569726803773931,0.132575738554477,0.448579103782369,0.426666800576482,513.6,4.18,,7.14,1,TRUE,0.34,0
COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccc(C)cc3)nn1)CC2,CHEMBL4074079,0.4474542,0.72567916,0.46605507,0.94407225,0.7224264,0.46252483,0.4066796,0.6212065,0.570291105061661,0.473267416226857,0.506077615111881,0.188200201869046,0.567410759130873,0.132741451950648,0.454009725256792,0.422599289943206,527.63,4.49,,7.14,1,TRUE,0.32,0
COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccc(C(C)(C)C)cc3)nn1)CC2,CHEMBL4093128,0.4499864,0.70680505,0.4625341,0.9454902,0.73590857,0.42559674,0.42506218,0.63079965,0.490241966924575,0.438824137913719,0.492218265712492,0.178272462953013,0.555870816190889,0.12808139038561,0.508338818869092,0.43227594795595,569.71,5.48,,7.14,2,FALSE,0.27,0
COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccccc3C)nn1)CC2,CHEMBL4093700,0.4383944,0.7014266,0.45902255,0.9417603,0.7219118,0.46883723,0.4106594,0.6208763,0.556099190127028,0.470385007457103,0.458041152322164,0.1764697020674,0.537545499596454,0.11873113754714,0.424227759542806,0.409809228729681,527.63,4.49,,7.14,1,TRUE,0.32,0
COc1ccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)cc1,CHEMBL4159635,0.1936475,0.4400903,0.9848367,0.8091838,0.7018549,0.8364475,0.14210865,0.578778,0.851396420356855,0.643896976483763,0.582028621878251,0.489873907170369,0.464427043193858,0.263881007738313,0.341276536624098,0.49998242433677,387.44,5.07,,4.32,1,TRUE,0.5,0
COc1ccc(NC(=O)c2ccccc2OCc2cn(CCN3CCc4cc(OC)c(OC)cc4C3)nn2)cc1,CHEMBL4100840,0.4489853,0.7168481,0.47455397,0.94210577,0.7165769,0.45762968,0.4043489,0.60987127,0.513741108933624,0.43945184017194,0.460232102472842,0.155660116802836,0.546821059986717,0.11921823449952,0.440574594022983,0.401041483586841,543.62,4.19,,7.14,1,TRUE,0.3,0
COc1cccc(/C=C/C(=O)c2ccc(Nc3ncnc4ccccc34)cc2)c1,CHEMBL3809533,0.2064045,0.3673226,0.9062215,0.81420875,0.75711775,0.8954221,0.10720199,0.5468071,0.752442502069497,0.590190771270319,0.482564860300252,0.402618271659494,0.203952688836584,0.19751028176299,0.569882953782408,0.571816670767655,381.44,5.28,,4,1,TRUE,0.36,0
COc1cccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)c1,CHEMBL3810065,0.194088,0.3968195,0.93591136,0.8170809,0.6727615,0.8350853,0.12884179,0.5412196,0.819752377903814,0.633446989288889,0.580761229103388,0.484445538041268,0.391167922164204,0.235142287547894,0.295206789870654,0.423267165145953,517.59,6.96,,4.22,2,FALSE,0.17,0
Cc1cc(C)cc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,CHEMBL2228438,0.4875757,0.4271372,0.32099319,0.789313,0.6638299,0.63149637,0.24741194,0.8035675,0.470009157219789,0.485901807280342,0.20291531469407,-0.11616509071553,0.249395149031511,-0.032364328433908,0.044300182881356,0.093000366578119,324.42,3.89,9.92,,0,TRUE,0.85,0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CHEMBL726,0.5309289,0.5677312,0.48018822,0.826812,0.9443263,0.06924242,0.48152238,0.72128856,0.777889011618499,0.486057477440381,0.436436345752602,0.306886144853595,0.199032200727897,-0.031892296335725,0.5495565182847,0.543223577501142,437.53,4.31,,7.81,0,TRUE,0.73,0
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,CHEMBL2218858,0.5700626,0.40361786,0.71755797,0.8015848,0.56507754,0.52509284,0.47287875,0.3558392,0.326502308057993,-0.294362229397557,0.387005777546438,0.081847352854037,0.413874736973054,0.194381813708013,0.002932654190138,0.076670064628225,505.57,4.21,,8.09,1,TRUE,0.34,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCc1cn(CCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,CHEMBL2042910,0.43788892,0.60796964,0.53872406,0.80019426,0.6370395,0.5042058,0.61199665,0.3178497,0.756136228775101,0.025821160094206,0.120852869767051,0.017726311772179,0.488434461532078,0.150728887862247,0.378193511997778,0.208587971216085,882.12,8.64,,8.79,3,FALSE,0.04,0
CC(C)(C)N(NC(=O)c1cccc([N+](=O)[O-])c1)C(=O)c1ccccc1Cl,CHEMBL3814906,0.5008096,0.45532423,0.34449086,0.78189313,0.669937,0.7007106,0.23065677,0.78840274,0.633011159366284,0.532582768819769,0.11022506387385,-0.162303717503854,0.246358015445473,0.005594082525271,0.209440358633398,0.380653714239802,375.81,3.83,8.57,,0,TRUE,0.65,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CHEMBL475534,0.58090603,0.39783186,0.7271373,0.80432534,0.5896212,0.51115096,0.45387354,0.370562,0.394637048827029,-0.130607264272694,0.256041488534768,-0.110636289225114,0.453262256324857,0.194652981083565,-0.190561150105011,-0.034674272744164,360.37,2.57,,,0,TRUE,0.49,0
COc1ccc(CCN(C)CCCC2(C#N)CCc3c2ccc(OC)c3OC)cc1OC,CHEMBL2074952,0.28727055,0.49183017,0.38802445,0.8881747,0.68625915,0.25436226,0.3643527,0.37023494,0.320510548354124,0.199709750475798,0.406261433683014,0.351372659298279,0.373305578807138,0.061695599556089,0.251108515542753,0.225450564680951,438.57,4.38,,9.68,0,TRUE,0.52,0
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C1CCCNCC1,CHEMBL2074921,0.6516062,0.48816812,0.4728019,0.7930281,0.9577311,0.08247486,0.5674149,0.73887014,0.536754671123678,0.334027990499099,0.328250375908734,0.19679721199765,0.204706684502996,0.056382727642501,0.478337201371207,0.407504306037491,367.88,3.96,,10.37,0,TRUE,0.76,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CHEMBL1726,0.57820237,0.37291464,0.740132,0.80222285,0.5819605,0.52289385,0.4511895,0.36884868,0.609524306136912,-0.04426556324979,0.327991200152928,0.013196812276852,0.523769557076949,0.212625352140967,-0.0878194112152,0.052531146586053,388.42,3.2,,,0,TRUE,0.45,0
C[N+](C)=c1ccc2c(-c3ccc(C(=O)N4CCCCC4)s3)c3cc4c5c(c3sc-2c1)CCCN5CCC4.F[P-](F)(F)(F)(F)F,CHEMBL2205789,0.28652522,0.9423134,0.62081265,0.83798224,0.00951165,0.48512158,0.42482236,0.9843515,0.48618300015001,0.513309798683332,0.202862841089479,0.108381582713582,0.386805168078073,0.157578374903962,0.30204369475472,0.19891131320334,673.73,6.09,,3.54,2,FALSE,0.23,0
CCN(CC)C(=O)c1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3cc4c(cc23)C(C)(C)CCN4C)s1.F[P-](F)(F)(F)(F)F,CHEMBL2205790,0.257216,0.9570134,0.62898517,0.84160584,0.016236246,0.4944589,0.40741825,0.99999994,0.395894022154631,0.502342584827683,0.074755828326664,-0.069022140314052,0.384862673802097,0.167541265146456,0.30217472525417,0.197942140916646,663.73,6.37,,3.28,2,FALSE,0.23,0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,CHEMBL639,0.65151685,0.48845413,0.4728019,0.7930285,0.7405758,0.5197779,0.5671495,0.7388535,0.559699968378142,0.343192443469135,0.396336075831513,0.250839865621501,0.219254735860076,0.059636736149122,0.432858698675755,0.411325757385545,381.91,4.3,,8.88,0,TRUE,0.68,0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL151,0.15934885,0.6555668,0.85899854,0.90785694,0.99482906,0.022259504,0.022318661,0.44209957,0.684618841510429,0.56908993215794,0.239978620407535,0.212660503467427,0.439116837261,0.223130577134564,0.529808296134234,0.432572223421831,286.24,2.28,6.57,,0,TRUE,0.51,0
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491,0.5829377,0.35352215,0.738812,0.80883604,0.5793708,0.52947265,0.44411963,0.39814195,0.569692701182979,-0.084865345311566,0.410550251706626,0.07296913211375,0.475947276366443,0.197098509081596,0.020815169724002,0.142247374949156,408.88,2.27,,9.45,0,TRUE,0.5,0
