RDKit_Canonical_Smiles,Molecule_ChEMBL_ID,Fingerprints_tsne_x,Fingerprints_tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Embeddings_tsne_x,Embeddings_tsne_y,Embeddings_Divergence_Pearson_Correlation,Embeddings_Divergence_Kendall_Correlation,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular_weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski_RO5_violations,Follows_Lipinskis_RO5,QED_weighed,Bioactivity_A
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL159,0.601054,0.1861988,0.61836576,0.8230286,0.511906,0.5698117,0.6188066,0.1790297,0.768287497723987,0.221704437603885,0.289574966001636,-0.014597843717203,0.453324024279658,0.200086371830731,0.426232591217188,0.355510472584476,810.99,3.99,10.87,8.86,2,FALSE,0.18,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372495,0.96195173,0.3174815,0.29913235,0.6268146,0.26732048,0.12822837,0.96436083,0.048165828,0.710663679543052,0.620742295582483,0.597674129719065,0.542510507735803,0.640819756256921,0.387442941864728,0.709905815402308,0.430643922084574,1188.61,,,,,Undefined,,0
O=C(Nc1ccc(-c2ccccc2)cc1[N+](=O)[O-])c1cc(O)c(O)c(O)c1,CHEMBL1945316,0.021560222,0.38369104,0.6891545,0.992482,0.97971183,0.051639587,0.017443448,0.5187659,0.665822705799286,0.549505621701425,0.21236832638366,0.243307438522841,0.519791187455756,0.275757134463867,0.537529914480461,0.382064788916285,366.33,3.63,7.71,,0,TRUE,0.32,0
COC1=CC(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])=CC(=O)C1=O,CHEMBL1945985,0.03632775,0.37157905,0.6738447,0.838557,0.788916,0.88304836,0.03744611,0.5461817,0.67600287378315,0.538292348560553,0.334901473924731,0.334374482145637,0.437510120299411,0.178799732849919,0.661082665622166,0.645443634848021,378.34,2.81,10.95,,0,TRUE,0.37,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2N)cc(O)c1O,CHEMBL1945979,0.06272292,0.4352773,0.641568,0.9820061,0.8248371,0.8201802,0.05877894,0.4991671,0.722790591958705,0.58405937561201,0.462522052430259,0.397727215663431,0.644711776706454,0.375762658243739,0.657668467644949,0.593590406700847,350.37,3.61,8.79,2.94,0,TRUE,0.42,0
COc1cc(C(=O)Nc2ccc(-c3ccc4c(c3)OCO4)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945306,0.02296269,0.44724792,0.68543625,0.984013,0.76512986,0.7638385,0.21591245,0.4564957,0.795471275795172,0.561065386488834,0.591044812399016,0.454531759223457,0.631798557400199,0.268832323151166,0.533212750168859,0.558303496552659,452.42,4.27,12.69,,0,TRUE,0.42,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,0.5826569,0.35503662,0.7385983,0.8086614,0.5995416,0.523254,0.44937125,0.38389808,0.497453496435989,-0.092593615514791,0.389628869223853,0.033539387061299,0.483900431369826,0.197560497943647,-0.274397110637712,-0.026996218721597,384.26,3.96,,,0,TRUE,0.8,0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,0.1884467,0.17627642,0.5793135,0.8474903,0.5929586,0.49502745,0.25550818,0.28049248,0.632282139010508,0.358282405756783,0.41995799548269,0.324215748798578,0.325483441439266,0.099628902424939,-0.167597521228555,-0.066365704357258,399.44,2.87,,,0,TRUE,0.83,0
COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cccnc1,CHEMBL456361,0.48178855,0.82002866,0.3803404,0.9308049,0.69536483,0.49631706,0.31850705,0.6095616,0.565861951261617,0.510854227449169,0.478485958192135,0.142829882644786,0.548235292559105,0.11869598622068,0.319484117949942,0.334128422860414,594.67,4.99,,8.36,1,TRUE,0.25,0
CCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,CHEMBL288741,0.72265863,0.3449663,0.6725726,0.7198532,0.57965523,0.35388097,0.7132414,0.1537297,0.817467606083371,0.452648652448792,0.538788263227547,0.427877010530333,0.571452770536148,0.234625060887119,0.009205531386678,0.072165673223226,405.49,2.1,,,0,TRUE,0.75,0
COCO[C@H](CC(=O)OC)[C@H](Cc1ccccc1)N(C)C(=O)OCc1ccccc1,CHEMBL39074,0.4754748,0.27227837,0.6900388,0.73606575,0.547906,0.45722678,0.57987344,0.48852086,0.295270970602487,-0.057085754171709,0.317386810996257,0.031606064105976,0.571349841024381,0.214036426817449,0.098523971141839,0.108040112685109,415.49,3.42,,,0,TRUE,0.41,0
Nc1nc2sc3c(c2c(=O)s1)CCCC3,CHEMBL452241,0.53430367,0.8922896,0.604535,0.8205382,0.9995259,0.00075513124,0.5602243,0.7874228,0.323647656495719,0.302999412470686,0.172814878745805,0.195506656154746,0.556895508919354,0.204932233264202,0.477274119923602,0.496808761719201,238.34,2.18,,2.56,0,TRUE,0.77,0
COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)C2,CHEMBL1777831,0.46781334,0.8436466,0.3995185,0.92771345,0.66342825,0.501624,0.44196695,0.5323914,0.323342787171247,0.319078633517292,0.515299619480923,0.166582136095893,0.413908537335357,0.063819743997911,-0.138764788570485,0.203927909651048,776.89,6.19,,8.36,3,FALSE,0.07,0
COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2,CHEMBL1779525,0.4678135,0.8436456,0.39953327,0.9277138,0.66310704,0.50195444,0.44196874,0.5323839,0.323334135123973,0.3190334389547,0.5152994605661,0.166582136095893,0.413911887330548,0.06380970076178,-0.150426033882118,0.201065587353557,776.89,6.19,,8.35,3,FALSE,0.07,0
COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2.O=C(O)C(F)(F)F,CHEMBL1779522,0.45110863,0.816648,0.3939035,0.9211232,0.021328032,0.5335156,0.46199548,0.5357033,0.415147799895353,0.299263328629751,0.495722360202027,0.161439999196541,0.326282701008012,0.024721425737801,0.302352541452131,0.193643635852344,876.88,6.11,3.17,8.36,3,FALSE,0.08,0
COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2.O=C(O)C(F)(F)F,CHEMBL1779521,0.4723526,0.8567163,0.4041822,0.9285788,0.018797278,0.5082194,0.4619545,0.53627056,0.407100739486347,0.296546633256168,0.527516083592008,0.178789689613787,0.41654110223013,0.062704944787309,0.302276039499999,0.196561195948559,876.88,6.11,3.17,8.35,3,FALSE,0.08,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2.O=C(O)C(F)(F)F,CHEMBL1779519,0.47943598,0.85249674,0.39530525,0.93095326,0.027633786,0.5036906,0.2943223,0.6433411,0.642489920759652,0.54398686344714,0.500054198190239,0.162524668698748,0.484430993555868,0.094998970568297,0.302373942495033,0.199438583100247,744.72,6.06,3.17,8.36,2,FALSE,0.17,0
COc1cc(NC(=O)c2cnc3ccccc3c2)cc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)c1,CHEMBL453516,0.50416994,0.82129025,0.39189798,0.93869334,0.69814456,0.5082182,0.3370623,0.6187746,0.726532329735587,0.543560025911549,0.440036133959471,0.101371403893763,0.508318090535937,0.111816369470571,0.40936023260416,0.409166461617262,616.72,6.37,,8.36,2,FALSE,0.19,0
COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnccn1,CHEMBL501349,0.47574288,0.82081044,0.37339503,0.92669934,0.6943314,0.49305183,0.31217557,0.60844123,0.536958258763407,0.502754357509077,0.490205492289351,0.14681704738901,0.457265853970002,0.073270429197696,0.323993935243234,0.33049779299886,595.66,4.39,13.22,8.36,2,FALSE,0.26,0
COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc(C)cn1,CHEMBL457439,0.47437435,0.8168874,0.37297204,0.9266365,0.69570166,0.49567893,0.31205702,0.6028362,0.499381675765325,0.492073375883177,0.478511363169346,0.130451594112655,0.420783083338975,0.060937335228157,0.330467422206713,0.343860318671882,609.68,4.69,13.45,8.36,2,FALSE,0.25,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,0.5833534,0.4064677,0.7216919,0.8029572,0.57656735,0.500337,0.46564814,0.36733356,0.055848823429887,-0.341043190936984,0.226016479470738,-0.103219359341967,0.409036508867956,0.18581995490587,-0.147662624197735,-0.07806607445051,479.53,3.68,,8.1,0,TRUE,0.33,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)N(C)C(=O)[C@H](C2CCCCC2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL2369621,0.84765524,0.31593,0.5459217,0.7315061,0.31029058,0.22847056,0.87633884,0.05794564,0.773811184671346,0.603899788589879,0.608535193269755,0.530920613239998,0.75423533463701,0.379463590758214,0.650610580259743,0.426460914235785,1017.36,,,,,Undefined,,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2)cc(O)c1O,CHEMBL1945978,0.07060513,0.42324957,0.62243146,0.98465073,0.83391774,0.8474487,0.05943334,0.49971426,0.71475267207814,0.573057010429901,0.491230903861824,0.403316276570637,0.664474726551932,0.447556731730098,0.711991812494393,0.615479639849552,335.36,4.03,8.79,,0,TRUE,0.63,0
COc1cc(C(=O)Nc2cc(-c3ccccc3)ccc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945302,0.046473235,0.41657397,0.6625575,0.9907925,0.7594964,0.7537273,0.19664761,0.4620369,0.772810571051476,0.578445206614475,0.578322363264692,0.44627119750526,0.618893965369827,0.296451222512918,0.461204378050013,0.51144677838093,408.41,4.54,12.66,,0,TRUE,0.46,0
COc1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)c([N+](=O)[O-])c1,CHEMBL1945301,0.013867378,0.439678,0.6494963,0.99648696,0.7870924,0.7370369,0.20980603,0.41579622,0.774122760600269,0.537664646302331,0.632894983276175,0.46601619973988,0.630047698566302,0.29597416879667,0.543262982484484,0.53548024244372,362.34,2.88,12.69,,0,TRUE,0.6,0
COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(S(=O)(=O)C(F)(F)F)cc4)CC3)oc2c1,CHEMBL3763805,0.2189234,0.7497972,0.89523846,0.8672365,0.8047538,0.528507,0.4431846,0.7667055,0.570677507990417,0.429724965978538,0.442906888603035,0.374200935025284,0.442634048523023,0.232777105438915,0.675056171989983,0.571841778857984,512.51,3.43,,4.14,1,TRUE,0.5,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc5ccccc5c4)c3)cc1)CC2,CHEMBL500094,0.4960249,0.84218,0.38517904,0.93644613,0.70346063,0.51213825,0.33048752,0.634961,0.738677857518641,0.558660031435329,0.461581786441121,0.121688870587881,0.516927994231101,0.115763361270269,0.449282060955721,0.435881469727176,600.72,6.67,,8.36,2,FALSE,0.2,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)N[C@H](CCC(=O)O)C(=O)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL1790687,0.83091414,0.35745347,0.5500217,0.7465482,0.28451082,0.27256024,0.83946013,0.09552431,0.778928260712238,0.507590175706416,0.670109385332318,0.536866209029874,0.741383630829725,0.274692551433923,0.692941135316537,0.395005498671782,1160.42,,,,,Undefined,,0
COc1cc(/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(OC)c1,CHEMBL207989,0.13267374,0.2478927,0.5898236,0.9272447,0.6106051,0.34301448,0.1342876,0.27823558,0.666177001479355,0.496286513440361,0.521867404481659,0.477450424075646,0.378323711766559,0.318988244392108,-0.02981930441654,0.020181883006342,368.52,6.17,10.25,,1,TRUE,0.66,0
COc1cc(C(=O)Nc2ccc(Br)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1944869,0.009466261,0.43685612,0.66400766,0.9988263,0.80223835,0.96297765,0.20843856,0.43270254,0.784827485735725,0.556490692430915,0.563739408550096,0.434008406188642,0.626162714151434,0.310928547396542,0.621615980665814,0.627667106895184,411.21,3.64,12.62,,0,TRUE,0.58,0
COc1ccc(-c2ccc(-c3cc(OC)cc(OC)c3)cc2)cc1,CHEMBL207826,0.10340974,0.30581433,0.7824652,0.94202834,0.84488,0.7735182,0.13964769,0.47697383,0.81588440419852,0.600354526235444,0.615904750583139,0.495457946459508,0.315389480492929,0.462526175184168,0.684199213137577,0.592495693962509,320.39,5.05,,,1,TRUE,0.66,0
COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,CHEMBL502503,0.46439326,0.8149685,0.38614213,0.9234348,0.6917807,0.5169321,0.31987047,0.6261628,0.652738366258693,0.539326801882103,0.44778136002208,0.118575467387102,0.413848325425564,0.056513289712211,0.379336593592416,0.365528600625694,644.73,6.14,13.79,8.36,2,FALSE,0.17,0
COc1cc(C(=O)Nc2ccc(-c3ccc(O)c(O)c3)cc2[N+](=O)[O-])cc(O)c1O,CHEMBL1945974,0.017584592,0.40679714,0.6834508,0.98622787,0.78224385,0.8734548,0.015453041,0.49310187,0.760837693258229,0.60458775026489,0.507314786899178,0.431944521163609,0.607543599039584,0.282686967394634,0.616871966859927,0.62433275249951,412.35,3.35,8.31,,0,TRUE,0.24,0
COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1,CHEMBL3765551,0.23439199,0.71171796,0.86540365,0.8687251,0.8013728,0.4884565,0.42491427,0.81191206,0.469224155609231,0.409076072492078,0.489182857099239,0.384721224873079,0.445303349741736,0.226811423176776,0.576075595345161,0.522142824861027,425.44,3.04,,5.65,0,TRUE,0.44,0
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)cc(F)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCCCO2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,CHEMBL3704747,0.8103305,0.2891384,0.62164396,0.81843257,0.29064524,0.22448799,0.7082428,0.12919813,0.826990590021364,0.535736344965075,0.479660533989427,0.397446005051748,0.593896767630468,0.223602609232747,0.54837659104504,0.386308056181863,868.01,3.02,8.49,0.82,3,FALSE,0.12,0
CCN(CC)C(=O)c1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3cc(N(C)C)ccc23)s1.F[P-](F)(F)(F)(F)F,CHEMBL493431,0.2632336,0.98061657,0.63784754,0.847443,0.024421215,0.5133421,0.39683604,0.99570674,0.471071617711629,0.496020367682875,0.062350748374568,-0.144326324828386,0.369711677957727,0.151677973676678,0.30237259554185,0.197324481894556,609.64,5.31,,3.29,1,TRUE,0.3,0
CC[C@@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4075029,0.5927858,0.22862273,0.55014604,0.81386805,0.6487303,0.17099506,0.6010879,0.21740812,0.807860683667422,0.113624151974249,0.519666754727577,0.256740266848784,0.560775468321094,0.146204409984985,0.048373520303316,0.09898613531252,354.45,3.04,12.34,7.65,0,TRUE,0.84,0
CC[C@H]1CN(C)[C@H]2Cc3c(n(C(=O)c4cccc(C)c4)c4ccccc34)C(=O)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4094301,0.60875237,0.23344018,0.5765111,0.8182438,0.59195894,0.41113225,0.6014196,0.23727624,0.707629640742779,-0.137868523995802,0.480526321238205,0.137326189244698,0.500872418643519,0.177870733507751,-0.077670259964446,-0.005709579740784,472.59,4.51,,7.14,0,TRUE,0.52,0
C/C=C/C(=O)O[C@H]1C[C@H]2[C@H](C(=O)OC)[C@H](Cc3c1[nH]c1ccccc31)N(C)C[C@@H]2CC,CHEMBL4062990,0.58924395,0.20060334,0.5336451,0.8112408,0.5839958,0.3845525,0.5980953,0.19125393,0.865700088923383,0.2729500499651,0.515260925432882,0.2178729430197,0.480149579762815,0.14473809750978,0.031021156075189,0.104409482823555,424.54,4.02,,8.45,0,TRUE,0.59,0
COC(=O)c1ccc(CN2CCN(c3cc(=O)c4c(OC)cc(OC)cc4o3)CC2)cc1,CHEMBL3764960,0.22820203,0.7460629,0.8959637,0.87244153,0.8078221,0.48438317,0.46009988,0.802292,0.181092410879911,0.273547622514927,0.406817884468281,0.327755989534948,0.416893277195261,0.226083288557239,0.600857677833895,0.52823404757481,438.48,2.92,,6.25,0,TRUE,0.54,0
CC[C@@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)/C(=N/NC(N)=O)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4098041,0.57625854,0.23875228,0.54152954,0.81969297,0.58554965,0.3779113,0.57536733,0.21895528,0.793786970166463,0.060841924484908,0.500879685475733,0.18568939283616,0.510221674784943,0.135804638970769,0.003634824630395,0.073220213017038,411.51,2.23,11.77,8.46,0,TRUE,0.53,0
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,CHEMBL1229211,0.5670499,0.5772122,0.62618786,0.82540935,0.8277572,0.5215687,0.55977166,0.5796116,0.561669710025154,0.193347360386464,0.190168495904036,0.064567965089711,0.444308496426066,0.188265482903901,0.730640052689408,0.568422056955192,419.38,1.35,10.1,,0,TRUE,0.78,0
COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(I)c1OC,CHEMBL3926291,0.19487692,0.25715384,0.6220596,0.902137,0.79289436,0.981158,0.07778478,0.30263615,0.660686967586295,0.493951461039776,0.667434035703374,0.452965014386936,0.457185400023594,0.231833041242549,0.712927991386128,0.675282089394845,444.27,5.36,,,1,TRUE,0.3,0
COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Br)c1OC,CHEMBL3898212,0.19509624,0.25751776,0.6212864,0.9001849,0.8052216,0.9494548,0.08155882,0.2990461,0.649720218995314,0.48602232611392,0.654227922406685,0.452226836531267,0.489906759595844,0.265759092894913,0.714613976617933,0.664701540130261,397.27,5.52,,,1,TRUE,0.42,0
COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Cl)c1OC,CHEMBL3891465,0.19584404,0.25694627,0.6175634,0.9024982,0.8280905,0.87685746,0.08254853,0.29983807,0.622894286568708,0.469305359572962,0.647780034119849,0.452703890247516,0.500382870229431,0.282787399755949,0.7304909821329,0.648531929958471,352.82,5.41,,,1,TRUE,0.45,0
CC[C@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@H]1[C@@H]2C(=O)OC,CHEMBL3358048,0.5927782,0.22866234,0.5501466,0.8138649,0.6487303,0.17099506,0.60109377,0.21740504,0.807861948484863,0.113639216828446,0.519668664655064,0.256755331702981,0.560772150429806,0.146189345130788,0.048373520303316,0.098981113694455,354.45,3.04,12.34,7.65,0,TRUE,0.84,0
CC[C@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](O)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4101113,0.59688056,0.21061659,0.5271469,0.8127986,0.6505486,0.18057883,0.6052646,0.20215933,0.811561226018729,0.257704417517412,0.517692098922639,0.215206463826774,0.520148852838176,0.157623569466554,0.124764072113067,0.147580333335007,356.47,2.89,,8.45,0,TRUE,0.81,0
COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C#N)cc4)CC3)oc2c1,CHEMBL3763752,0.22730011,0.73525673,0.8878344,0.8710526,0.8091936,0.48553416,0.44338948,0.8005691,0.427654606330259,0.386102169841166,0.448238801122147,0.361109576727813,0.420201927781013,0.235071984894973,0.61759639424856,0.541149649239978,405.45,3,,6.18,0,TRUE,0.65,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5)noc4C)nn3)nn2)C1c1c(-c2ccccc2)noc1C,CHEMBL4084565,0.61814064,0.33438098,0.6717992,0.816303,0.5234551,0.13617796,0.45020398,0.41980502,0.404224120122828,-0.168615891412531,0.403677994445611,0.13256067370028,0.491989355953259,0.203827477289732,0.438836688768662,0.251261681539025,1173.29,,,,,Undefined,,0
CCOC(=O)c1c(C)nc(C)c(C(=O)OCC)c1-c1c(-c2ccccc2)noc1C,CHEMBL4067399,0.6189573,0.36901242,0.6633028,0.8287321,0.53918225,0.580897,0.4741779,0.41043726,-0.113042752965087,-0.401970482929009,0.249000084764092,-0.073667137024892,0.429408159265916,0.15925559533793,0.154491198691801,0.248861348103586,408.45,4.68,,4.37,0,TRUE,0.55,0
CC[C@@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)/C(=N/Nc3cnccn3)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4090331,0.5676199,0.21378925,0.54222953,0.825225,0.58270204,0.4009727,0.5796121,0.24706893,0.629635060043417,-0.170614495402709,0.479219284106894,0.144602513822004,0.49483807317615,0.140590240987451,0.020091660479521,0.083941367587464,446.56,3.47,12.75,8.46,0,TRUE,0.47,0
CC[C@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)/C(=N/NC(N)=O)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4070955,0.57626,0.2387508,0.54151505,0.8196895,0.5855497,0.37791362,0.57536876,0.21895158,0.793786408203856,0.060821838012645,0.500879694089133,0.185679349600028,0.510188470531582,0.135784552498506,0.003633659304484,0.073220213017038,411.51,2.23,11.77,8.46,0,TRUE,0.53,0
CC[C@H]1CN(C)[C@H]2Cc3c(n(CCN(CC)CC)c4ccccc34)C(=O)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4082147,0.60422117,0.2452463,0.5678617,0.8160514,0.58928216,0.3715812,0.6171153,0.23127306,0.851116405239714,0.17111163559122,0.537036470687623,0.250854930475698,0.530702752510078,0.16978090680379,0.046737002308141,0.1043442017887,453.63,3.86,,8.98,0,TRUE,0.6,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2Br)noc1C,CHEMBL4101015,0.6085775,0.35173124,0.6768728,0.8119353,0.5237653,0.64418435,0.45809644,0.393907,0.466145232965167,-0.165030456113569,0.424025644247639,0.122311551228037,0.463078346319648,0.196305093427204,0.185241841917664,0.291479820627803,489.37,4.77,,0.25,0,TRUE,0.58,0
CC[C@@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](OC(=O)C34CC5CC(CC(C5)C3)C4)C[C@H]1[C@@H]2C(=O)OC,CHEMBL4098642,0.59386903,0.19761932,0.5334118,0.811304,0.5687372,0.41482288,0.6106378,0.19093409,0.767690183633079,0.327098157568332,0.526096418325978,0.242252898729028,0.489261382673982,0.148007170870598,0.024534934190741,0.050758515408835,518.7,5.66,,8.45,2,FALSE,0.53,0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL6966,0.30210093,0.4589357,0.365725,0.8992825,0.66990006,0.24727193,0.3463458,0.39041984,0.351416855461348,0.284730765947404,0.312232657823631,0.296506460311642,0.419220777520646,0.182355038440486,0.186571304624377,0.162635144296195,454.61,5.09,,9.68,1,TRUE,0.42,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3N)cc1)CC2,CHEMBL429515,0.5075081,0.75900567,0.3389677,0.9510361,0.7770437,0.41209942,0.36523342,0.6180748,0.659191125989037,0.513329885155595,0.519302414906997,0.130466658966852,0.675520029447077,0.271087029662698,0.53620177217845,0.47013894817188,431.54,4.14,,8.36,0,TRUE,0.55,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccnc4ccccc34)cc1)CC2,CHEMBL258575,0.4859683,0.7613906,0.35370097,0.93987703,0.7742931,0.45390588,0.34797174,0.6463298,0.730039595883779,0.536002490722561,0.516624097953285,0.158818714566208,0.599517294192169,0.164322407966295,0.559266610868551,0.500876272352477,467.57,5.11,,8.36,1,TRUE,0.41,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3[N+](=O)[O-])cc1)CC2,CHEMBL258574,0.53667575,0.7804277,0.35585922,0.9561939,0.7410529,0.4562648,0.38003454,0.55995625,0.521070362956239,0.4106428173286,0.456612639819003,0.096249353466674,0.568009978731992,0.147997127634466,0.433913090037896,0.413289210049262,521.57,4.48,13.33,8.36,1,TRUE,0.31,0
Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,CHEMBL259077,0.5506132,0.8196074,0.33357516,0.9596149,0.9583372,0.048830688,0.32477593,0.7064233,0.751457531204886,0.512862874675478,0.674100889667209,0.368611874118078,0.42674469998714,0.192870306670215,0.636253301814297,0.587534335313525,371.48,4.12,,9.17,0,TRUE,0.66,0
O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-],CHEMBL258456,0.5492102,0.7996507,0.34422377,0.95909715,0.9606829,0.058676332,0.34304404,0.72392106,0.779202762585884,0.515228056784457,0.62377688196196,0.331125495257082,0.397853155385957,0.148740327108201,0.619981397007203,0.544047122863929,401.47,4.45,13.93,9.17,0,TRUE,0.49,0
COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,CHEMBL260896,0.504752,0.7900829,0.33148712,0.9475628,0.75302476,0.4405643,0.38895366,0.57889175,0.439505666428546,0.370826407685084,0.465069918981096,0.116717468702765,0.694879910429525,0.313509659082349,0.50755801822014,0.451528831620125,476.57,4.57,,8.36,0,TRUE,0.49,0
